id,source_edge_id,doc_id,sentence_id,sentence_text,subj_canonical_id,subj_canonical_term,rel_text,obj_canonical_id,obj_canonical_term,rel_len,has_prep,is_generic_rel,rel_support_total,rel_support_subj,rel_support_obj,accept,normalized_relation,reason,evidence,model_name,created_at
254,1318,doc_8ca0,doc_8ca0_sent_00103,"Node Lifecycle
When Slurm is configured for Power Saving operation, nodes have an expanded set of states associated with them.",285,node,have,5749,set,4,0,1,130,52,72,1,unknown,"The sentence states that nodes 'have' an expanded set of states, which is the meaning of 'have' in this context.","When Slurm is configured for Power Saving operation, nodes have an expanded set of states associated with them.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
255,1319,doc_8ca0,doc_8ca0_sent_00111,"Manual Power Saving
A node can be manually powered up and down by setting the state of the node to the following states using scontrol:
scontrol update nodename=<nodename> state=power_<down|down_asap|down_force|up>
scontrol update command actions/states of interest:
POWER_DOWN
Will use the configured SuspendProgram program to explicitly place a node in power saving mode.",7000,power_down,use,1780,program,3,0,1,63,35,45,1,uses,The sentence states that the 'configured SuspendProgram' is used to place a node in power saving mode.,Will use the configured SuspendProgram program to explicitly place a node in power saving mode.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
256,1322,doc_8ca0,doc_8ca0_sent_00116,"POWER_UP
Will use the configured ResumeProgram program to explicitly move a node out of power saving mode.",7001,power_up,use,1780,program,3,0,1,63,35,45,1,uses,The sentence states that the power_up command 'uses' the ResumeProgram.,POWER_UP will use the configured ResumeProgram program to explicitly move a node out of power saving mode.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
257,1326,doc_8ca0,doc_8ca0_sent_00136,"Therefore, ResumeProgram should use SLURM_RESUME_FILE within ten seconds of starting to guarantee that it still exists.",7964,resumeprogram,use,8010,slurm_resume_file,3,0,1,63,35,45,1,uses,The sentence states that ResumeProgram should use SLURM_RESUME_FILE.,"Therefore, ResumeProgram should use SLURM_RESUME_FILE within ten seconds of starting to guarantee that it still exists.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
258,1345,doc_c8a9,doc_c8a9_sent_00007,"Configuration
There are several important configuration parameters relating to preemption:
SelectType:",2,configuration,be,1630,selecttype,2,0,1,4,4,4,1,configures,The sentence states that 'Configuration' has'several important configuration parameters' and then specifically mentions 'SelectType' as one of them. This implies a 'configures' relationship.,Configuration has several important configuration parameters. SelectType:,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
259,1353,doc_c8a9,doc_c8a9_sent_00042,"The preempted jobs will be suspended, and later the Gang scheduler will resume them. Therefore, the SUSPEND preemption mode always needs the GANG option to be specified at the cluster level. Also, because the suspended jobs will still use memory on the allocated nodes, Slurm needs to be able to track memory resources to be able to suspend jobs.",2349,mode,need,9932,gang option,4,0,1,3,3,3,1,requires,The sentence states that the SUSPEND preemption mode 'needs' the GANG option to be specified.,The sentence states that 'SUSPEND preemption mode always needs the GANG option to be specified at the cluster level'.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
260,1354,doc_c8a9,doc_c8a9_sent_00042,"The preempted jobs will be suspended, and later the Gang scheduler will resume them. Therefore, the SUSPEND preemption mode always needs the GANG option to be specified at the cluster level. Also, because the suspended jobs will still use memory on the allocated nodes, Slurm needs to be able to track memory resources to be able to suspend jobs.",24,job,use,1657,memory,3,0,1,63,35,45,1,uses,The sentence states that suspended jobs'still use memory on the allocated nodes'.,"Therefore, Slurm 'needs to be able to track memory resources to be able to suspend jobs'.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
261,1372,doc_c8a9,doc_c8a9_sent_00080,The select plugin is passed an ordered list of preemptable jobs to consider for each pending job which is a candidate to start.,3051,select plugin,pass,547,list,4,0,1,5,3,3,1,unknown,"The select plugin is passing an ordered list to something, which is the definition of 'passes_to'.",The select plugin is passed an ordered list of preemptable jobs to consider for each pending job.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
262,1390,doc_ac8b,doc_ac8b_sent_00001,"By default, Slurm has the priority/multifactor plugin set, which schedules jobs based on several factors
In most cases it is preferable to use the Multifactor Priority plugin, however basic First In, First Out scheduling is available by setting PriorityType=priority/basic in the slurm.conf file.",50,slurm,have,5749,set,4,0,1,130,52,72,1,unknown,The sentence states that Slurm 'has' the Multifactor Priority plugin by default.,"By default, Slurm has the priority/multifactor plugin set,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
263,1392,doc_ac8b,doc_ac8b_sent_00008,"Partition
a factor associated with each node partition
QOS
a factor associated with each Quality Of Service
Site
a factor dictated by an administrator or a site-developed job_submit or site_factor plugin
TRES
each TRES Type has its own factor for a job which represents the number of requested/allocated TRES Type in a given partition
Additionally, a weight can be assigned to each of the above factors.",291,partition,have,7687,factor,4,0,1,130,52,72,1,unknown,The sentence mentions 'a factor associated with each node partition' and 'each TRES Type has its own factor for a job'. This implies that partitions have factors.,"Partition a factor associated with each node partition
TRES each TRES Type has its own factor for a job",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
264,1394,doc_ac8b,doc_ac8b_sent_00027,"For example, one job could have a fair-share factor of .59534 and another job could have a fair-share factor of .50002.",24,job,have,7687,factor,4,0,1,130,52,72,1,unknown,The sentence states that one job 'has' a fair-share factor and another job 'has' a fair-share factor.,"For example, one job could have a fair-share factor of.59534 and another job could have a fair-share factor of.50002.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
265,1395,doc_ac8b,doc_ac8b_sent_00028,"If the fair-share weight is only set to 10, both jobs would have the same fair-share priority.",24,job,have,2558,priority,4,0,1,130,52,72,1,unknown,The sentence states that both jobs 'have' the same fair-share priority.,"If the fair-share weight is only set to 10, both jobs would have the same fair-share priority.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
266,1397,doc_ac8b,doc_ac8b_sent_00038,"A job that requests all the nodes on the machine will get a job size factor of 1.0. When the PriorityFavorSmall Boolean is YES, the single node job will receive the 1.0 job size factor.",24,job,get,9101,job size factor,3,0,1,27,11,15,1,unknown,The sentence states that a job 'gets' a job size factor.,A job that requests all the nodes on the machine will get a job size factor of 1.0.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
267,1421,doc_3bdd,doc_3bdd_sent_00008,"Plugins
To make the use of different infrastructures possible, Slurm uses a general purpose plugin mechanism.",50,slurm,use,2762,mechanism,3,0,1,63,35,45,1,uses,The sentence states that Slurm 'uses' a plugin mechanism.,"Plugins To make the use of different infrastructures possible, Slurm uses a general purpose plugin mechanism.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
268,1424,doc_3bdd,doc_3bdd_sent_00052,"srun — User command to submit a job, get an allocation, and/or initiation a parallel job step.",909,srun,get,1757,allocation,3,0,1,27,11,15,1,unknown,The sentence states that srun 'gets' an allocation.,"srun — User command to submit a job, get an allocation, and/or initiation a parallel job step.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
269,1429,doc_3bdd,doc_3bdd_sent_00071,"Slurm also has a Pytest environment that can work like the Expect one, but it also works together with an external QA framework to improve the overall QA of Slurm.",50,slurm,have,1472,environment,4,0,1,130,52,72,1,unknown,The sentence states that Slurm 'has' a Pytest environment.,Slurm also has a Pytest environment,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
270,1431,doc_3bdd,doc_3bdd_sent_00085,"If your distribution uses systemd, you may want to use templating feature to define one slurmd.service file and registering each of your virtual nodes within it, for example:",1569,distribution,use,1920,systemd,3,0,1,63,35,45,1,uses,The sentence states that 'If your distribution uses systemd' and 'you may want to use templating feature to define one slurmd.service file and registering each of your virtual nodes within it'. This implies that the distribution is using systemd.,"If your distribution uses systemd, you may want to use templating feature to define one slurmd.service file and registering each of your virtual nodes within",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
271,1446,doc_8a75,doc_8a75_sent_00032,"For example, if a job is allocated the device ""/dev/nvidia1"", then the Prolog and Epilog will have CUDA_VISIBLE_DEVICES=1 set, while the job will have CUDA_VISIBLE_DEVICES=0 set (i.e. the first GPU device visible to the job).",24,job,set,7783,device,3,0,1,10,10,9,1,sets,The sentence states that the job sets the CUDA_VISIBLE_DEVICES variable to a value that includes the device.,"For example, if a job is allocated the device '/dev/nvidia1', then the Prolog and Epilog will have CUDA_VISIBLE_DEVICES=1 set, while the job will have CUDA_VISIBLE_DEVICES=0",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
272,1450,doc_8a75,doc_8a75_sent_00145,"In the case of a parallel job executing on multiple compute nodes, the various tasks will have this environment variable set to different values on each compute node. Available in Prolog, SrunProlog, TaskProlog, Epilog, SrunEpilog and TaskEpilog.",506,task,have,79,variable,4,0,1,130,52,72,1,unknown,The sentence states that 'the various tasks will have this environment variable set to different values'.,"In the case of a parallel job executing on multiple compute nodes, the various tasks will have this environment variable set to different values on",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
273,1464,doc_289e,doc_289e_sent_00034,"When Flags=Relative is added to a QOS, slurmctld must be restarted or reconfigured for the flag to take effect.",436,flag,take,144,effect,4,0,1,12,10,7,1,unknown,The sentence states that the flag 'takes effect' when added to a QOS and slurmctld is restarted or reconfigured.,"When Flags=Relative is added to a QOS, slurmctld must be restarted or reconfigured for the flag to take effect.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
274,1465,doc_289e,doc_289e_sent_00038,Only one partition may have this QOS as its partition QOS.,291,partition,have,324,qos,4,0,1,130,52,72,1,unknown,"The sentence states that 'one partition may have' a QOS, indicating a possession relationship.",Only one partition may have this QOS as its partition QOS.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
275,1467,doc_289e,doc_289e_sent_00047,"NoDecay If set, this QOS will not have its GrpTRESMins, GrpWall and UsageRaw decayed by the slurm.conf PriorityDecayHalfLife or PriorityUsageResetPeriod settings.",324,qos,have,860,setting,4,0,1,130,52,72,1,unknown,The sentence states that 'this QOS will not have its settings' which implies a possession relationship.,"NoDecay If set, this QOS will not have its GrpTRESMins, GrpWall and UsageRaw decayed by the slurm.conf PriorityDecayHalfLife or PriorityUsageResetPeriod settings.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
