enrich_id,canonical_term,example_term,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
1728,job size factor,Job Size Factor,generic,config_param,"Job Size Factor is a configuration parameter that adjusts the priority of jobs based on their size, with smaller jobs having a higher priority when set to YES.",1,2,1,[],"{
  ""term"": ""Job Size Factor"",
  ""canonical"": ""job size factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""Job Size Factor is a configuration parameter that adjusts the priority of jobs based on their size, with smaller jobs having a higher priority when set to YES."",
  ""aliases"": []
}"
1729,job span,job span,slurm,other_hPC,"Job span refers to the number of nodes or switches a job can occupy in a Slurm cluster, with restrictions on spanning leaf switches without a common parent.",1,1,1,[],"{
  ""term"": ""job span"",
  ""canonical"": ""job span"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hPC"",
  ""short_definition"": ""Job span refers to the number of nodes or switches a job can occupy in a Slurm cluster, with restrictions on spanning leaf switches without a common parent."",
  ""aliases"": []
}"
1730,job specification options,job specification options,both,config_param,"Job specification options are parameters that can be set to customize job behavior in various HPC schedulers, such as PBS/Torque, Slurm, LSF, SGE, and LoadLeveler.",1,1,1,[],"{
  ""term"": ""job specification options"",
  ""canonical"": ""job specification options"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""Job specification options are parameters that can be set to customize job behavior in various HPC schedulers, such as PBS/Torque, Slurm, LSF, SGE, and LoadLeveler."",
  ""aliases"": []
}"
1731,job specifications,job specifications,generic,other_hpc,"Job specifications refer to the configuration details required for a job, such as resource requirements, image selection, and fault tolerance settings.",1,1,1,[],"{
  ""term"": ""job specifications"",
  ""canonical"": ""job specifications"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job specifications refer to the configuration details required for a job, such as resource requirements, image selection, and fault tolerance settings."",
  ""aliases"": []
}"
1732,job state,Job State,slurm,job_state,"Job State refers to the status of a job in SLURM, such as PENDING, RUNNING, COMPLETED, FAILED, or CANCELLED.",1,4,3,[],"{
  ""term"": ""Job State"",
  ""canonical"": ""job state"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job State refers to the status of a job in SLURM, such as PENDING, RUNNING, COMPLETED, FAILED, or CANCELLED."",
  ""aliases"": []
}"
1733,job states,Job States,both,job_state,"Job States refer to the various stages a job goes through in an HPC scheduler, such as PENDING, RUNNING, COMPLETED, or CANCELLED.",1,2,1,[],"{
  ""term"": ""Job States"",
  ""canonical"": ""job states"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job States refer to the various stages a job goes through in an HPC scheduler, such as PENDING, RUNNING, COMPLETED, or CANCELLED."",
  ""aliases"": []
}"
1734,job step,job step,slurm,job_state,"A job step is a distinct unit of work within a larger job in SLURM, with its own resource requirements and environment variables.",1,9,8,[],"{
  ""term"": ""job step"",
  ""canonical"": ""job step"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""A job step is a distinct unit of work within a larger job in SLURM, with its own resource requirements and environment variables."",
  ""aliases"": []
}"
1735,job step allocation,job step allocation,slurm,job_state,"Job step allocation refers to the process of assigning resources to individual steps within a heterogeneous job in SLURM, allowing for the execution of multiple components concurrently.",1,1,1,[],"{
  ""term"": ""job step allocation"",
  ""canonical"": ""job step allocation"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job step allocation refers to the process of assigning resources to individual steps within a heterogeneous job in SLURM, allowing for the execution of multiple components concurrently."",
  ""aliases"": []
}"
1736,job step creation,Job step creation,both,command,Job step creation is a process initiated by the srun command to launch a jobstep within an allocation in SLURM or LSF.,1,1,1,[],"{
  ""term"": ""Job step creation"",
  ""canonical"": ""job step creation"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""command"",
  ""short_definition"": ""Job step creation is a process initiated by the srun command to launch a jobstep within an allocation in SLURM or LSF."",
  ""aliases"": []
}"
1737,job step exit codes,Job Step Exit Codes,slurm,job_state,"Job Step Exit Codes are the 8-bit unsigned numbers that represent the exit status of a job or job step in SLURM, indicating whether the job or step completed successfully or failed.",1,1,1,[],"{
  ""term"": ""Job Step Exit Codes"",
  ""canonical"": ""job step exit codes"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job Step Exit Codes are the 8-bit unsigned numbers that represent the exit status of a job or job step in SLURM, indicating whether the job or step completed successfully or failed."",
  ""aliases"": []
}"
1738,job step manager,job step manager,slurm,other_hpc,The job step manager (slurmstepd) is a Slurm component responsible for managing individual steps within a job.,1,1,1,[],"{
  ""term"": ""job step manager"",
  ""canonical"": ""job step manager"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The job step manager (slurmstepd) is a Slurm component responsible for managing individual steps within a job."",
  ""aliases"": []
}"
1739,job steps,Job steps,slurm,other_hpc,"Job steps in SLURM are distinct components of a heterogeneous job, each with its own step ID and resources. They are created sequentially when using the --het-group option.",1,11,6,[],"{
  ""term"": ""Job steps"",
  ""canonical"": ""job steps"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job steps in SLURM are distinct components of a heterogeneous job, each with its own step ID and resources. They are created sequentially when using the --het-group option."",
  ""aliases"": []
}"
1740,job submission,Job Submission,slurm,other_hpc,"Job Submission refers to the process of sending a job to an HPC cluster for execution using SLURM, often through the sbatch, salloc, or srun commands.",1,4,4,[],"{
  ""term"": ""Job Submission"",
  ""canonical"": ""job submission"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job Submission refers to the process of sending a job to an HPC cluster for execution using SLURM, often through the sbatch, salloc, or srun commands."",
  ""aliases"": []
}"
1741,job submission commands,Job Submission Commands,generic,other_hpc,"Job Submission Commands refer to the set of instructions for submitting jobs to the HPC scheduler, including how to request burst buffer resources.",1,4,1,[],"{
  ""term"": ""Job Submission Commands"",
  ""canonical"": ""job submission commands"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job Submission Commands refer to the set of instructions for submitting jobs to the HPC scheduler, including how to request burst buffer resources."",
  ""aliases"": []
}"
1742,job submit,Job Submit,generic,other_hpc,"Job Submit refers to the act of initiating a job on the HPC cluster using a scheduler, such as SLURM or LSF.",1,2,2,[],"{
  ""term"": ""Job Submit"",
  ""canonical"": ""job submit"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job Submit refers to the act of initiating a job on the HPC cluster using a scheduler, such as SLURM or LSF."",
  ""aliases"": []
}"
1743,job submit plugin,job submit plugin,slurm,other_hpc,A job submit plugin is a custom script or program that extends the functionality of the SLURM scheduler by modifying or adding new job submission behavior.,1,3,3,"[""job plugin"", ""job submitter plugin"", ""job submitter""]","{
  ""term"": ""job submit plugin"",
  ""canonical"": ""job submit plugin"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A job submit plugin is a custom script or program that extends the functionality of the SLURM scheduler by modifying or adding new job submission behavior."",
  ""aliases"": [""job plugin"", ""job submitter plugin"", ""job submitter""]
}"
1744,job submit plugin api,Job Submit Plugin API,slurm,other_hpc,"The Job Submit Plugin API is a programmatic interface that allows administrators to write custom plugins for routing jobs based on their size, time limit, and other factors.",1,1,1,[],"{
  ""term"": ""Job Submit Plugin API"",
  ""canonical"": ""Job Submit Plugin API"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The Job Submit Plugin API is a programmatic interface that allows administrators to write custom plugins for routing jobs based on their size, time limit, and other factors."",
  ""aliases"": []
}"
1745,job submit plugins,job submit plugins,slurm,other_hpc,"Job submit plugins are customizable components in SLURM that allow programmers to write their own job submission logic, such as setting default partitions, values, or implementing Lua scripts.",1,1,1,[],"{
  ""term"": ""job submit plugins"",
  ""canonical"": ""job submit plugins"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job submit plugins are customizable components in SLURM that allow programmers to write their own job submission logic, such as setting default partitions, values, or implementing Lua scripts."",
  ""aliases"": []
}"
1746,job submit time,job submit time,slurm,job_state,The time when a job is submitted for scheduling on the SLURM cluster.,1,1,1,[],"{
  ""term"": ""job submit time"",
  ""canonical"": ""job submit time"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""The time when a job is submitted for scheduling on the SLURM cluster."",
  ""aliases"": []
}"
1747,job suspend/resume,job suspend/resume,slurm,other_hpc,"Job suspend/resume is a feature in SLURM that allows users to pause and resume running jobs, facilitating the initiation of large jobs without losing work or waiting for other jobs to terminate.",1,1,1,[],"{
  ""term"": ""job suspend/resume"",
  ""canonical"": ""job suspend/resume"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job suspend/resume is a feature in SLURM that allows users to pause and resume running jobs, facilitating the initiation of large jobs without losing work or waiting for other jobs to terminate."",
  ""aliases"": []
}"
