term_id,term,canonical,scheduler,ontology_role,category,dul_bucket,is_hpc_domain,definition,aliases_json,raw_json,freq_total
1082,reconﬁguration,reconﬁguration,lsf,individual,command,event,1,"The lsadmin and badmin reconﬁg commands are used to check for configuration errors in IBM LSF. If no unrecoverable errors are found, the user is asked to conﬁrm reconﬁguration.",[],"{
  ""term"": ""reconﬁguration"",
  ""canonical"": ""reconﬁguration"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""The lsadmin and badmin reconﬁg commands are used to check for configuration errors in IBM LSF. If no unrecoverable errors are found, the user is asked to conﬁrm reconﬁguration."",
  ""aliases"": []
}",2
1086,hostsetup,hostsetup,lsf,individual,command,information_object,1,hostsetup is a command used in IBM LSF to set up a new host during installation.,"[""hostsetup command""]","{
  ""term"": ""hostsetup"",
  ""canonical"": ""hostsetup"",
  ""is_hPC_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""hostsetup is a command used in IBM LSF to set up a new host during installation."",
  ""aliases"": [""hostsetup command""]
}",3
1090,--top,--top,lsf,individual,command,information_object,1,The --top option in IBM LSF is used to specify the installation directory for LSF components during host setup.,[],"{
  ""term"": ""--top"",
  ""canonical"": ""--top"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""The --top option in IBM LSF is used to specify the installation directory for LSF components during host setup."",
  ""aliases"": []
}",2
1097,lshosts,lshosts,lsf,individual,command,information_object,1,lshosts is an IBM LSF command used to verify changes made to the LSF cluster after configuration or host setup.,"[""lshosts command""]","{
  ""term"": ""lshosts"",
  ""canonical"": ""lshosts"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lshosts is an IBM LSF command used to verify changes made to the LSF cluster after configuration or host setup."",
  ""aliases"": [""lshosts command""]
}",5
1099,Cluster Management and Operations,cluster management and operations,lsf,class,other_hpc,description,1,"Cluster Management and Operations refers to the process of configuring, maintaining, and managing an HPC cluster, as demonstrated in the provided context for IBM LSF.",[],"{
  ""term"": ""Cluster Management and Operations"",
  ""canonical"": ""Cluster Management and Operations"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Cluster Management and Operations refers to the process of configuring, maintaining, and managing an HPC cluster, as demonstrated in the provided context for IBM LSF."",
  ""aliases"": []
}",2
1101,host model,host_model,lsf,datatype_property,config_param,description,1,host model is a configuration parameter in IBM LSF that defines the type of host being set up.,[],"{
  ""term"": ""host model"",
  ""canonical"": ""host_model"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""host model is a configuration parameter in IBM LSF that defines the type of host being set up."",
  ""aliases"": []
}",2
1105,DEFAULT,default,lsf,datatype_property,config_param,description,1,"In IBM LSF, DEFAULT refers to an unspecified host type or host model that needs to be configured.",[],"{
  ""term"": ""DEFAULT"",
  ""canonical"": ""DEFAULT"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""In IBM LSF, DEFAULT refers to an unspecified host type or host model that needs to be configured."",
  ""aliases"": []
}",2
1112,management host,managementhost,lsf,individual,other_hpc,description,1,A management host is a specific host in IBM Spectrum LSF that manages the cluster and its resources.,[],"{
  ""term"": ""management host"",
  ""canonical"": ""ManagementHost"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""A management host is a specific host in IBM Spectrum LSF that manages the cluster and its resources."",
  ""aliases"": []
}",2
1116,configuration errors,configuration errors,lsf,drop,non_domain,event,0,"Configuration errors refer to issues encountered while configuring IBM LSF, such as host type or model problems.",[],"{
  ""term"": ""configuration errors"",
  ""canonical"": ""configuration errors"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""non_domain"",
  ""ontology_role"": ""drop"",
  ""dul_bucket"": ""event"",
  ""definition"": ""Configuration errors refer to issues encountered while configuring IBM LSF, such as host type or model problems."",
  ""aliases"": []
}",2
1119,running jobs,runningjobs,lsf,class,job_state,event,1,Running jobs are jobs that are currently executing on allocated compute resources in IBM Spectrum LSF.,[],"{
  ""term"": ""running jobs"",
  ""canonical"": ""RunningJobs"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""event"",
  ""definition"": ""Running jobs are jobs that are currently executing on allocated compute resources in IBM Spectrum LSF."",
  ""aliases"": []
}",3
1120,lsf.cluster,lsf.cluster,lsf,individual,config_file,information_object,1,lsf.cluster is the configuration file in IBM LSF that defines the cluster's hosts and their properties.,[],"{
  ""term"": ""lsf.cluster"",
  ""canonical"": ""lsf.cluster"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lsf.cluster is the configuration file in IBM LSF that defines the cluster's hosts and their properties."",
  ""aliases"": []
}",5
1127,lsb.hosts,lsb.hosts,lsf,individual,config_file,information_object,1,lsb.hosts is a configuration file in LSF where hosts are defined and managed.,[],"{
  ""term"": ""lsb.hosts"",
  ""canonical"": ""lsb.hosts"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lsb.hosts is a configuration file in LSF where hosts are defined and managed."",
  ""aliases"": []
}",3
1133,checking configuration files,checking configuration files,lsf,individual,command,event,1,checking configuration files is a command used to verify the integrity of LSF configuration files during host removal.,[],"{
  ""term"": ""checking configuration files"",
  ""canonical"": ""checking configuration files"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""checking configuration files is a command used to verify the integrity of LSF configuration files during host removal."",
  ""aliases"": []
}",3
1151,lsf_admin,lsf_admin,lsf,individual,user_role,description,1,"lsf_admin is a user role responsible for managing and maintaining IBM LSF daemons, including configuration, restarting, and troubleshooting.",[],"{
  ""term"": ""lsf_admin"",
  ""canonical"": ""lsf_admin"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""user_role"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""lsf_admin is a user role responsible for managing and maintaining IBM LSF daemons, including configuration, restarting, and troubleshooting."",
  ""aliases"": []
}",2
1163,conﬁgdir,configuration directory,lsf,individual,other_hpc,description,1,conﬁgdir is the directory containing LSF configuration files.,[],"{
  ""term"": ""conﬁgdir"",
  ""canonical"": ""configuration directory"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_dir"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""conﬁgdir is the directory containing LSF configuration files."",
  ""aliases"": []
}",2
1164,lsb.queues file,lsb.queues file,lsf,individual,config_file,information_object,1,The lsb.queues file is an IBM LSF configuration file used to define queues and their properties.,[],"{
  ""term"": ""lsb.queues file"",
  ""canonical"": ""lsb.queues file"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""The lsb.queues file is an IBM LSF configuration file used to define queues and their properties."",
  ""aliases"": []
}",2
1177,Command Reference,command reference,lsf,class,other_hpc,description,1,Command Reference is a documentation resource that provides information about LSF commands.,[],"{
  ""term"": ""Command Reference"",
  ""canonical"": ""Command Reference"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Command Reference is a documentation resource that provides information about LSF commands."",
  ""aliases"": []
}",2
1192,bswitch,bswitch,lsf,individual,command,event,1,"bswitch is an LSF command used to switch jobs between queues, such as moving pending or running jobs from a queue to another queue.",[],"{
  ""term"": ""bswitch"",
  ""canonical"": ""bswitch"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""bswitch is an LSF command used to switch jobs between queues, such as moving pending or running jobs from a queue to another queue."",
  ""aliases"": []
}",2
1202,night,night,lsf,individual,queue_or_partition,object,1,"In IBM LSF, 'night' is a queue or partition name used for scheduling jobs.",[],"{
  ""term"": ""night"",
  ""canonical"": ""night"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""queue_or_partition"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""object"",
  ""definition"": ""In IBM LSF, 'night' is a queue or partition name used for scheduling jobs."",
  ""aliases"": []
}",2
1206,Queue,queue,lsf,class,queue_or_partition,object,1,"A queue is a logical grouping of jobs in LSF, with specific scheduling policies and resource allocation.",[],"{
  ""term"": ""Queue"",
  ""canonical"": ""Queue"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""queue_or_partition"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""A queue is a logical grouping of jobs in LSF, with specific scheduling policies and resource allocation."",
  ""aliases"": []
}",2
1228,lsf.sudoers file,lsf.sudoers,lsf,individual,config_file,information_object,1,The lsf.sudoers file is a configuration file used in IBM LSF to grant LSF administrators the ability to start and stop LSF daemons.,[],"{
  ""term"": ""lsf.sudoers file"",
  ""canonical"": ""lsf.sudoers"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""The lsf.sudoers file is a configuration file used in IBM LSF to grant LSF administrators the ability to start and stop LSF daemons."",
  ""aliases"": []
}",2
1245,setuid bit,setuid bit,lsf,datatype_property,config_param,description,1,"The setuid bit is a Unix permission that allows a program to run with the privileges of the owner of the file, even if it is run by an unprivileged user. In the context of LSF, it is used to allow LSF administrators to start and stop LSF daemons with root privileges.",[],"{
  ""term"": ""setuid bit"",
  ""canonical"": ""setuid bit"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The setuid bit is a Unix permission that allows a program to run with the privileges of the owner of the file, even if it is run by an unprivileged user. In the context of LSF, it is used to allow LSF administrators to start and stop LSF daemons with root privileges."",
  ""aliases"": []
}",2
1265,egosh,egosh,lsf,individual,command,information_object,1,egosh is an LSF command used to set the set-user-ID mode bit for specific LSF executable files.,[],"{
  ""term"": ""egosh"",
  ""canonical"": ""egosh"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""egosh is an LSF command used to set the set-user-ID mode bit for specific LSF executable files."",
  ""aliases"": []
}",3
1277,software licenses,software licenses,lsf,datatype_property,config_param,description,1,"Software licenses are dynamic shared resources managed by LSF, including nodelocked and networked floating licenses.",[],"{
  ""term"": ""software licenses"",
  ""canonical"": ""software licenses"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Software licenses are dynamic shared resources managed by LSF, including nodelocked and networked floating licenses."",
  ""aliases"": []
}",2
1278,dynamic shared resources,dynamicsharedresources,lsf,class,resource,object,1,"Dynamic shared resources are resources managed as dynamic load indexes available for a group of hosts in an LSF cluster, such as networked floating software licenses and shared file systems.",[],"{
  ""term"": ""dynamic shared resources"",
  ""canonical"": ""DynamicSharedResources"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Dynamic shared resources are resources managed as dynamic load indexes available for a group of hosts in an LSF cluster, such as networked floating software licenses and shared file systems."",
  ""aliases"": []
}",2
