child,parent,method,evidence
lsf resource usage,cluster,"embed_expand(k=5,min_cos=0.75)",seed=resource cluster;sim=0.998
lsf cluster environment,cluster,"embed_expand(k=5,min_cos=0.75)",seed=lsf sure cluster;sim=1.000
lsf cluster configuration,cluster,"embed_expand(k=5,min_cos=0.75)",seed=lsf sure cluster;sim=0.999
lsf cluster job,lsf cluster,"embed_expand(k=5,min_cos=0.75)",seed=job lsf cluster;sim=1.000
job host lsf,lsf cluster,"embed_expand(k=5,min_cos=0.75)",seed=job lsf cluster;sim=0.999
job lsf system,lsf cluster,"embed_expand(k=5,min_cos=0.75)",seed=job lsf cluster;sim=0.999
lsf job,lsf cluster,"embed_expand(k=5,min_cos=0.75)",seed=job lsf cluster;sim=0.999
execution driver script,environment,"embed_expand(k=5,min_cos=0.75)",seed=execution environment;sim=0.999
execution operation,environment,"embed_expand(k=5,min_cos=0.75)",seed=execution environment;sim=0.999
lsf installation,environment,"embed_expand(k=5,min_cos=0.75)",seed=lsf environment;sim=0.999
list boolean resource,environment,"embed_expand(k=5,min_cos=0.75)",seed=resource runtime environment;sim=0.999
list resource provider,environment,"embed_expand(k=5,min_cos=0.75)",seed=resource runtime environment;sim=0.999
resource requirement section,environment,"embed_expand(k=5,min_cos=0.75)",seed=resource runtime environment;sim=0.999
time job submission,environment,"embed_expand(k=5,min_cos=0.75)",seed=job submission environment;sim=0.999
remote job result,environment,"embed_expand(k=5,min_cos=0.75)",seed=job submission environment;sim=0.999
environment job,environment,"embed_expand(k=5,min_cos=0.75)",seed=job execution environment;sim=1.000
job scheduling execution,environment,"embed_expand(k=5,min_cos=0.75)",seed=job execution environment;sim=0.999
lsf sure cluster,environment,"embed_expand(k=5,min_cos=0.75)",seed=lsf cluster environment;sim=1.000
job resource lsf,resource,"embed_expand(k=5,min_cos=0.75)",seed=batch resource;sim=0.998
resource provider instance,resource,"embed_expand(k=5,min_cos=0.75)",seed=instance resource;sim=1.000
numeric resource host,resource,"embed_expand(k=5,min_cos=0.75)",seed=type resource;sim=0.998
resource lsf,resource,"embed_expand(k=5,min_cos=0.75)",seed=lsf resource;sim=1.000
resource usage,resource,"embed_expand(k=5,min_cos=0.75)",seed=slot resource;sim=0.999
resource resource_name,resource,"embed_expand(k=5,min_cos=0.75)",seed=hardware resource;sim=1.000
resource consumer,resource,"embed_expand(k=5,min_cos=0.75)",seed=ssd resource;sim=1.000
resource host,resource,"embed_expand(k=5,min_cos=0.75)",seed=host resource;sim=1.000
fcfs scheduling policy,feature,"embed_expand(k=5,min_cos=0.75)",seed=scheduling feature;sim=1.000
allocation request,feature,"embed_expand(k=5,min_cos=0.75)",seed=allocation configuration feature;sim=0.999
external authentication behavior,feature,"embed_expand(k=5,min_cos=0.75)",seed=external authentication feature;sim=1.000
external executable,feature,"embed_expand(k=5,min_cos=0.75)",seed=external authentication feature;sim=0.999
task remote host,execution host,"embed_expand(k=5,min_cos=0.75)",seed=task execution host;sim=0.999
task group host,execution host,"embed_expand(k=5,min_cos=0.75)",seed=task execution host;sim=0.999
number host condition,execution host,"embed_expand(k=5,min_cos=0.75)",seed=task execution host;sim=0.999
task multiple host,execution host,"embed_expand(k=5,min_cos=0.75)",seed=task execution host;sim=0.999
execution host candidate,execution host,"embed_expand(k=5,min_cos=0.75)",seed=submission execution host;sim=1.000
execution host job,execution host,"embed_expand(k=5,min_cos=0.75)",seed=job execution host;sim=1.000
host parallel job,execution host,"embed_expand(k=5,min_cos=0.75)",seed=job execution host;sim=0.999
host particular job,execution host,"embed_expand(k=5,min_cos=0.75)",seed=job execution host;sim=0.999
host remote cluster,host cluster,"embed_expand(k=5,min_cos=0.75)",seed=line host cluster;sim=1.000
host local cluster,host cluster,"embed_expand(k=5,min_cos=0.75)",seed=line host cluster;sim=0.999
host queue cluster,host cluster,"embed_expand(k=5,min_cos=0.75)",seed=line host cluster;sim=0.999
cluster management host,host cluster,"embed_expand(k=5,min_cos=0.75)",seed=server host cluster;sim=0.999
server host,host cluster,"embed_expand(k=5,min_cos=0.75)",seed=server host cluster;sim=0.999
lsf cluster host,host cluster,"embed_expand(k=5,min_cos=0.75)",seed=lsf host cluster;sim=1.000
lsf cluster,host cluster,"embed_expand(k=5,min_cos=0.75)",seed=lsf host cluster;sim=0.999
cluster lsf,host cluster,"embed_expand(k=5,min_cos=0.75)",seed=lsf host cluster;sim=0.999
lsf host,host cluster,"embed_expand(k=5,min_cos=0.75)",seed=lsf host cluster;sim=0.999
remote cluster job,local cluster,"embed_expand(k=5,min_cos=0.75)",seed=job local cluster;sim=1.000
execution cluster job,local cluster,"embed_expand(k=5,min_cos=0.75)",seed=job local cluster;sim=0.999
host remote cluster,local cluster,"embed_expand(k=5,min_cos=0.75)",seed=host local cluster;sim=1.000
line host cluster,local cluster,"embed_expand(k=5,min_cos=0.75)",seed=host local cluster;sim=0.999
type cluster,local cluster,"embed_expand(k=5,min_cos=0.75)",seed=host local cluster;sim=0.999
demand project cluster,local cluster,"embed_expand(k=5,min_cos=0.75)",seed=cluster local cluster;sim=0.999
task geometry,task,"embed_expand(k=5,min_cos=0.75)",seed=task task;sim=1.000
task job,task,"embed_expand(k=5,min_cos=0.75)",seed=multicluster job task;sim=1.000
platform lsf,event,"embed_expand(k=5,min_cos=0.75)",seed=job_finish2 lsf event;sim=0.999
time reservation display,event,"embed_expand(k=5,min_cos=0.75)",seed=display event;sim=0.999
event generation,event,"embed_expand(k=5,min_cos=0.75)",seed=job_switch event;sim=1.000
limit policy,definition,"embed_expand(k=5,min_cos=0.75)",seed=project limit definition;sim=0.999
limit queue,definition,"embed_expand(k=5,min_cos=0.75)",seed=queue limit definition;sim=0.999
order queue,definition,"embed_expand(k=5,min_cos=0.75)",seed=queue definition;sim=0.999
feature,definition,"embed_expand(k=5,min_cos=0.75)",seed=feature definition;sim=0.999
gpu feature,definition,"embed_expand(k=5,min_cos=0.75)",seed=feature definition;sim=0.999
watchdog feature,definition,"embed_expand(k=5,min_cos=0.75)",seed=feature definition;sim=0.999
field name order,keyword,"embed_expand(k=5,min_cos=0.75)",seed=order keyword;sim=0.999
query,event log,"embed_expand(k=5,min_cos=0.75)",seed=active event log;sim=0.996
host queue cluster,project,"embed_expand(k=5,min_cos=0.75)",seed=host queue project;sim=0.999
group,project,"embed_expand(k=5,min_cos=0.75)",seed=group project;sim=1.000
group subject sla,project,"embed_expand(k=5,min_cos=0.75)",seed=group project;sim=1.000
hierarchical group member,project,"embed_expand(k=5,min_cos=0.75)",seed=group project;sim=1.000
group member,project,"embed_expand(k=5,min_cos=0.75)",seed=group project;sim=1.000
project group,project,"embed_expand(k=5,min_cos=0.75)",seed=group project;sim=1.000
license feature,project,"embed_expand(k=5,min_cos=0.75)",seed=demand license project;sim=0.999
configure,project,"embed_expand(k=5,min_cos=0.75)",seed=configure project;sim=1.000
select product list,project,"embed_expand(k=5,min_cos=0.75)",seed=configure project;sim=0.998
license cluster,project,"embed_expand(k=5,min_cos=0.75)",seed=cluster license project;sim=1.000
requirement cluster,project,"embed_expand(k=5,min_cos=0.75)",seed=cluster license project;sim=0.999
submission cluster,project,"embed_expand(k=5,min_cos=0.75)",seed=cluster license project;sim=0.998
license,project,"embed_expand(k=5,min_cos=0.75)",seed=license scheduler project;sim=1.000
license scheduler,project,"embed_expand(k=5,min_cos=0.75)",seed=license scheduler project;sim=1.000
lsf fix pack,project,"embed_expand(k=5,min_cos=0.75)",seed=lsf project;sim=1.000
amd gpu lsf,project,"embed_expand(k=5,min_cos=0.75)",seed=lsf project;sim=1.000
nvidia gpu lsf,project,"embed_expand(k=5,min_cos=0.75)",seed=lsf project;sim=1.000
cluster,project,"embed_expand(k=5,min_cos=0.75)",seed=cluster project;sim=1.000
window cluster,project,"embed_expand(k=5,min_cos=0.75)",seed=cluster project;sim=1.000
cluster gpd cluster,project,"embed_expand(k=5,min_cos=0.75)",seed=cluster project;sim=1.000
srcluster cluster,project,"embed_expand(k=5,min_cos=0.75)",seed=cluster project;sim=1.000
token feature,project,"embed_expand(k=5,min_cos=0.75)",seed=token project;sim=0.999
license,reservation,"embed_expand(k=5,min_cos=0.75)",seed=license reservation;sim=1.000
license project,reservation,"embed_expand(k=5,min_cos=0.75)",seed=license reservation;sim=1.000
time window,reservation,"embed_expand(k=5,min_cos=0.75)",seed=time time reservation;sim=1.000
processor,reservation,"embed_expand(k=5,min_cos=0.75)",seed=processor reservation;sim=1.000
physical processor,reservation,"embed_expand(k=5,min_cos=0.75)",seed=processor reservation;sim=1.000
processor unit,reservation,"embed_expand(k=5,min_cos=0.75)",seed=processor reservation;sim=0.999
processor binding,reservation,"embed_expand(k=5,min_cos=0.75)",seed=processor reservation;sim=0.999
host statu,reservation,"embed_expand(k=5,min_cos=0.75)",seed=host reservation;sim=1.000
host alia,reservation,"embed_expand(k=5,min_cos=0.75)",seed=host reservation;sim=1.000
mig host,reservation,"embed_expand(k=5,min_cos=0.75)",seed=host reservation;sim=1.000
lot job,reservation,"embed_expand(k=5,min_cos=0.75)",seed=job reservation;sim=1.000
job array element,reservation,"embed_expand(k=5,min_cos=0.75)",seed=job reservation;sim=1.000
checkpointable job,reservation,"embed_expand(k=5,min_cos=0.75)",seed=job reservation;sim=1.000
scheduling cycle,reservation,"embed_expand(k=5,min_cos=0.75)",seed=scheduling reservation;sim=1.000
pack scheduling,reservation,"embed_expand(k=5,min_cos=0.75)",seed=scheduling reservation;sim=1.000
scheduling,reservation,"embed_expand(k=5,min_cos=0.75)",seed=scheduling reservation;sim=1.000
remote,reservation,"embed_expand(k=5,min_cos=0.75)",seed=remote reservation;sim=1.000
topology host,reservation,"embed_expand(k=5,min_cos=0.75)",seed=host advance reservation;sim=1.000
multiprocessor host,reservation,"embed_expand(k=5,min_cos=0.75)",seed=host advance reservation;sim=1.000
resource pool,reservation,"embed_expand(k=5,min_cos=0.75)",seed=resource reservation;sim=1.000
compound resource,reservation,"embed_expand(k=5,min_cos=0.75)",seed=resource reservation;sim=1.000
alternative resource,reservation,"embed_expand(k=5,min_cos=0.75)",seed=resource reservation;sim=1.000
boolean resource,reservation,"embed_expand(k=5,min_cos=0.75)",seed=resource reservation;sim=1.000
active ownership,reservation,"embed_expand(k=5,min_cos=0.75)",seed=open advance reservation;sim=0.998
host factory,provider,"embed_expand(k=5,min_cos=0.75)",seed=host provider;sim=1.000
host alia,provider,"embed_expand(k=5,min_cos=0.75)",seed=host provider;sim=1.000
host power,provider,"embed_expand(k=5,min_cos=0.75)",seed=host provider;sim=1.000
list boolean resource,provider,"embed_expand(k=5,min_cos=0.75)",seed=list resource provider;sim=1.000
resource request,provider,"embed_expand(k=5,min_cos=0.75)",seed=list resource provider;sim=0.999
resource pool,provider,"embed_expand(k=5,min_cos=0.75)",seed=aws resource provider;sim=1.000
compound resource,provider,"embed_expand(k=5,min_cos=0.75)",seed=aws resource provider;sim=1.000
alternative resource,provider,"embed_expand(k=5,min_cos=0.75)",seed=aws resource provider;sim=1.000
boolean resource,provider,"embed_expand(k=5,min_cos=0.75)",seed=aws resource provider;sim=1.000
valid tag,provider,"embed_expand(k=5,min_cos=0.75)",seed=valid provider;sim=1.000
resource connector host,provider,"embed_expand(k=5,min_cos=0.75)",seed=host resource provider;sim=1.000
dynamic host,provider,"embed_expand(k=5,min_cos=0.75)",seed=host resource provider;sim=0.998
unit output specific,field,"embed_expand(k=5,min_cos=0.75)",seed=output specific field;sim=1.000
output json format,field,"embed_expand(k=5,min_cos=0.75)",seed=output field;sim=0.999
option feature group,field,"embed_expand(k=5,min_cos=0.75)",seed=option following field;sim=0.999
datum job,transfer job,"embed_expand(k=5,min_cos=0.75)",seed=datum transfer job;sim=1.000
job order,transfer job,"embed_expand(k=5,min_cos=0.75)",seed=data transfer job;sim=0.999
affinity resource requirement,allocation,"embed_expand(k=5,min_cos=0.75)",seed=resource management allocation;sim=0.999
task group host,allocation,"embed_expand(k=5,min_cos=0.75)",seed=resource management allocation;sim=0.998
task remote host,allocation,"embed_expand(k=5,min_cos=0.75)",seed=resource management allocation;sim=0.998
core numa node,allocation,"embed_expand(k=5,min_cos=0.75)",seed=task allocation;sim=0.998
resource method reserve,allocation,"embed_expand(k=5,min_cos=0.75)",seed=global resource allocation;sim=0.999
distribution job,allocation,"embed_expand(k=5,min_cos=0.75)",seed=job allocation;sim=0.999
requirement task job,allocation,"embed_expand(k=5,min_cos=0.75)",seed=job allocation;sim=0.999
allocation planner,allocation,"embed_expand(k=5,min_cos=0.75)",seed=balanced allocation;sim=1.000
allocation strategy,allocation,"embed_expand(k=5,min_cos=0.75)",seed=balanced allocation;sim=1.000
license token distribution,allocation,"embed_expand(k=5,min_cos=0.75)",seed=license allocation;sim=0.999
license distribution policy,allocation,"embed_expand(k=5,min_cos=0.75)",seed=license allocation;sim=0.999
